Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,Year
281354,CRETE AREA MEDICAL CENTER,"P O BOX 220, 2910 BETTEN DR",CRETE,NE,68333,SALINE,4028262102,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Same as the national average,Not Available,2017
281361,LEXINGTON REGIONAL HEALTH CENTER,"P O BOX 980, 1201 NORTH ERIE ST",LEXINGTON,NE,68850,DAWSON,3083245651,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,2017
281363,COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",MCCOOK,NE,69001,RED WILLOW,3083442650,Critical Access Hospitals,Voluntary non-profit - Other,True,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,2017
283300,BOYS TOWN NATIONAL RESEARCH HOSPITAL,555 NORTH 30TH ST,OMAHA,NE,68131,DOUGLAS,4024986362,Childrens,Voluntary non-profit - Private,False,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2001 ERRECART BLVD,ELKO,NV,89801,ELKO,7757385151,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,2017
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO,NV,89521,CARSON CITY,7759827063,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,2017
291300,MOUNT GRANT GENERAL HOSPITAL,FIRST AND A STREETS,HAWTHORNE,NV,89415,MINERAL,7029452461,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Same as the national average,Not Available,2017
291304,PERSHING GENERAL HOSPITAL,855 6TH STREET/PO BOX 661,LOVELOCK,NV,89419,PERSHING,7752732621,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,MESQUITE,NV,89027,CLARK,7023468040,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
291309,BOULDER CITY HOSPITAL,901 ADAMS BLVD,BOULDER CITY,NV,89005,CLARK,7022934111,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,2017
291312,GROVER C DILS MEDICAL CENTER,"700 N SPRING ST, BOX 1010-C-ADM BLDG",CALIENTE,NV,89008,LINCOLN,7757263171,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available,2017
291313,BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS AVENUE,FALLON,NV,89406,CHURCHILL,7754233151,Critical Access Hospitals,Voluntary non-profit - Other,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
300005,LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST,LACONIA,NH,03246,BELKNAP,6035243211,Acute Care Hospitals,Voluntary non-profit - Private,True,False,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,NH,03867,STRAFFORD,6033325211,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,2017
300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,03801,ROCKINGHAM,6034365110,Acute Care Hospitals,Proprietary,True,True,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,2017
301300,UPPER CONNECTICUT VALLEY HOSPITAL,181 CORLISS LANE,COLEBROOK,NH,03576,COOS,6032374971,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,2017
301304,NEW LONDON HOSPITAL,273 COUNTY ROAD,NEW LONDON,NH,03257,MERRIMACK,6035262911,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
301308,VALLEY REGIONAL HOSPITAL,243 ELM STREET,CLAREMONT,NH,03743,SULLIVAN,6035427771,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Not Available,Same as the national average,2017
310006,ST MARY'S GENERAL HOSPITAL,350 BOULEVARD,PASSAIC,NJ,07055,PASSAIC,9733654300,Acute Care Hospitals,Proprietary,True,True,2,Same as the national average,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Not Available,2017
310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD,NJ,07450,BERGEN,2014478000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
310017,CHILTON MEDICAL CENTER,97 WEST PARKWAY,POMPTON PLAINS,NJ,07444,MORRIS,9738315000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,2017
310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,29 EAST 29TH ST,BAYONNE,NJ,07002,HUDSON,2018585000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,2017
310032,INSPIRA MEDICAL CENTER VINELAND,1505 W SHERMAN AVE,VINELAND,NJ,08360,CUMBERLAND,8566416610,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,2017
310034,RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA,RED BANK,NJ,07701,MONMOUTH,7327412700,Acute Care Hospitals,Proprietary,True,True,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,2017
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PLACE,NEW BRUNSWICK,NJ,08901,MIDDLESEX,7329378525,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,2017
310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,HOBOKEN,NJ,07030,HUDSON,2014181000,Acute Care Hospitals,Voluntary non-profit - Church,True,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,2017
310041,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,TOMS RIVER,NJ,08755,OCEAN,7325578000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,2017
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,110 REHILL AVE,SOMERVILLE,NJ,08876,SOMERSET,9086852200,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,2017
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,MOUNT HOLLY,NJ,08060,BURLINGTON,6099146200,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Above the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,2017
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,1925 PACIFIC AVENUE,ATLANTIC CITY,NJ,08401,ATLANTIC,6094418020,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,2017
310069,INSPIRA MEDICAL CENTER ELMER,"501 WEST FRONT STREET, POST OFFICE BOX  1090",ELMER,NJ,08318,SALEM,8563631000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,2017
310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK,NJ,08901,MIDDLESEX,7327458600,Acute Care Hospitals,Voluntary non-profit - Church,True,True,2,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,2017
310075,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE,LONG BRANCH,NJ,07740,MONMOUTH,7322225200,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,2017
310081,INSPIRA MEDICAL CENTER WOODBURY,509 N BROAD ST,WOODBURY,NJ,08096,GLOUCESTER,8568450100,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,2017
310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,MANAHAWKIN,NJ,08050,OCEAN,6095976011,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,2017
310130,HACKENSACK MERIDIAN HEALTH PASACACK VALLEY MEDICAL,250 OLD HOOK ROAD,WESTWOOD,NJ,07675,BERGEN,2013831035,Acute Care Hospitals,Proprietary,True,True,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
313300,CHILDREN'S SPECIALIZED HOSPITAL,200 SOMERSET STREET,NEW BRUNSWICK,NJ,08901,MIDDLESEX,7322587050,Childrens,Voluntary non-profit - Private,False,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
320001,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,BERNALILLO,5052722111,Acute Care Hospitals,Voluntary non-profit - Other,True,True,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,2017
320009,LOVELACE MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,ALBUQUERQUE,NM,87102,BERNALILLO,5057277900,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,2017
